,Rk,Unnamed: 1,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,team_name
6,7,Torrey Craig,31,43,794,12.6,0.573,0.486,0.136,7.2,15.1,11.2,8.8,1.2,1.6,11.0,13.9,1.1,0.6,1.6,0.099,-0.5,-0.2,-0.7,0.2,IND
7,8,Oshae Brissett,23,37,701,11.3,0.517,0.459,0.232,7.2,16.7,11.9,5.3,1.4,1.6,10.2,15.8,0.3,0.6,0.9,0.061,-1.3,-1.0,-2.3,-0.1,IND
8,9,T.J. McConnell,29,24,581,15.8,0.536,0.138,0.083,3.6,11.7,7.6,29.4,2.1,1.3,13.0,16.1,0.9,0.5,1.4,0.117,0.0,1.5,1.5,0.5,IND
9,10,Jeremy Lamb,29,33,509,14.4,0.527,0.523,0.345,3.3,14.9,9.0,12.0,1.8,2.0,8.5,21.2,0.6,0.5,1.0,0.096,0.3,-0.1,0.2,0.3,IND
10,11,Kelan Martin,26,27,444,10.2,0.492,0.44,0.077,4.0,9.3,6.6,7.0,1.4,1.8,7.5,18.4,0.0,0.3,0.3,0.029,-2.1,-0.8,-2.9,-0.1,IND
11,12,Duane Washington Jr.,21,16,311,8.4,0.484,0.532,0.151,0.4,7.9,4.1,13.2,1.1,0.3,11.2,21.2,-0.2,0.1,-0.1,-0.012,-2.8,-2.9,-5.7,-0.3,IND
12,13,Brad Wanamaker,32,22,293,6.9,0.465,0.236,0.306,2.3,11.0,6.6,22.1,0.8,1.8,22.0,15.5,-0.1,0.2,0.0,0.002,-5.4,-1.0,-6.4,-0.3,IND
13,14,Goga Bitadze,22,28,292,14.5,0.483,0.365,0.394,14.0,16.4,15.2,7.5,1.7,5.0,11.6,20.5,0.1,0.3,0.5,0.077,-3.0,-0.6,-3.7,-0.1,IND
14,15,Keifer Sykes,28,12,270,7.6,0.495,0.466,0.102,2.0,8.7,5.3,16.4,1.1,0.3,17.1,17.9,-0.1,0.1,0.0,-0.006,-3.4,-1.6,-5.0,-0.2,IND
15,16,Lance Stephenson,31,12,227,14.0,0.536,0.371,0.175,1.9,13.7,7.8,31.2,1.7,0.4,18.0,24.4,0.1,0.2,0.2,0.052,-1.4,-1.4,-2.8,0.0,IND
16,17,Isaiah Jackson,20,15,108,17.3,0.498,0.05,0.525,12.3,22.7,17.5,5.6,2.3,7.2,7.5,21.4,0.1,0.2,0.3,0.127,-3.4,1.2,-2.2,0.0,IND
17,18,Justin Anderson,28,3,30,4.7,0.325,0.818,0.273,7.4,7.4,7.4,13.1,1.7,2.9,7.5,19.3,-0.1,0.0,0.0,-0.048,-5.3,-1.4,-6.7,0.0,IND
18,19,Terry Taylor,22,2,6,7.4,,,,0.0,18.6,9.2,20.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.089,-1.9,-0.4,-2.3,0.0,IND
19,20,Nate Hinton,22,2,2,-46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,43.5,-0.1,0.0,-0.1,-1.242,-27.8,-14.4,-42.2,0.0,IND
20,21,DeJon Jarreau,24,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.01,-6.1,-1.4,-7.6,0.0,IND
21,22,Ahmad Caver,25,1,1,79.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,0.0,0.0,0.0,1.279,30.4,6.5,36.9,0.0,IND
0,1,Saddiq Bey,22,46,1540,12.3,0.508,0.529,0.196,3.9,15.9,9.6,12.2,1.3,0.5,8.8,20.9,0.4,0.9,1.2,0.038,-0.3,-1.5,-1.8,0.1,DET
1,2,Cade Cunningham,20,37,1186,12.3,0.501,0.433,0.145,2.8,16.1,9.1,27.9,1.9,1.8,18.8,25.9,-1.4,1.0,-0.4,-0.017,-1.5,-0.6,-2.1,0.0,DET
2,3,Isaiah Stewart,20,38,957,13.6,0.562,0.086,0.237,10.5,24.1,17.0,7.2,0.7,4.4,15.6,14.4,0.7,0.9,1.6,0.081,-3.0,-0.3,-3.2,-0.3,DET
3,4,Hamidou Diallo,23,39,879,15.5,0.552,0.173,0.252,4.8,17.8,11.0,10.4,2.7,1.6,10.2,20.6,0.5,0.9,1.5,0.08,-1.4,0.7,-0.7,0.3,DET
4,5,Killian Hayes,20,34,867,8.1,0.448,0.425,0.149,1.9,11.3,6.4,21.3,2.2,1.7,18.4,14.3,-0.6,0.7,0.1,0.003,-4.6,0.5,-4.0,-0.4,DET
5,6,Trey Lyles,26,43,834,16.5,0.565,0.396,0.447,6.7,21.0,13.4,10.3,0.9,2.2,9.9,21.8,1.2,0.6,1.8,0.104,0.3,-0.9,-0.6,0.3,DET
6,7,Cory Joseph,30,35,822,13.5,0.601,0.382,0.349,1.6,9.2,5.2,26.6,1.5,0.7,16.4,15.3,1.3,0.4,1.7,0.097,-0.9,-0.5,-1.3,0.1,DET
7,8,Jerami Grant,27,24,797,16.7,0.54,0.332,0.382,3.0,13.3,7.9,13.7,1.6,3.1,10.3,26.8,0.5,0.6,1.1,0.069,1.3,-0.2,1.1,0.6,DET
8,9,Frank Jackson,23,33,749,10.5,0.536,0.61,0.174,1.5,6.1,3.7,6.9,1.0,1.0,7.6,20.4,0.2,0.2,0.4,0.025,-1.3,-1.7,-3.0,-0.2,DET
9,10,Josh Jackson,24,37,685,10.1,0.504,0.452,0.202,2.6,16.7,9.2,11.2,1.2,2.0,11.8,19.2,-0.3,0.5,0.2,0.013,-3.3,-0.7,-4.0,-0.3,DET
10,11,Saben Lee,22,26,400,13.7,0.49,0.364,0.355,2.6,16.0,8.9,23.9,3.0,2.3,15.2,17.7,0.0,0.5,0.5,0.058,-1.7,2.0,0.3,0.2,DET
11,12,Luka Garza,23,27,327,14.2,0.524,0.342,0.359,14.8,12.6,13.7,7.5,1.2,1.1,10.6,19.9,0.4,0.2,0.5,0.077,-1.4,-2.1,-3.5,-0.1,DET
12,13,Kelly Olynyk,30,12,271,18.9,0.54,0.421,0.355,6.5,20.7,13.2,21.5,2.7,2.7,11.4,25.1,0.3,0.3,0.6,0.106,1.3,1.6,2.9,0.3,DET
13,14,Rodney McGruder,30,21,263,11.9,0.601,0.577,0.077,5.1,13.0,8.9,9.1,1.1,0.7,13.0,15.1,0.2,0.1,0.4,0.065,-0.3,-1.3,-1.6,0.0,DET
14,15,Cassius Stanley,22,8,152,8.0,0.506,0.378,0.222,3.4,10.5,6.8,4.1,1.6,1.2,10.8,15.7,0.0,0.1,0.1,0.016,-5.1,-1.2,-6.3,-0.2,DET
15,16,Derrick Walton,26,3,108,6.1,0.342,0.5,0.154,1.9,8.5,5.0,27.4,3.1,3.4,28.4,15.4,-0.3,0.1,-0.2,-0.072,-5.4,0.6,-4.8,-0.1,DET
16,17,Justin Robinson,24,5,91,5.2,0.457,0.75,0.214,2.3,6.3,4.2,14.9,0.5,1.0,14.0,16.8,-0.1,0.0,-0.1,-0.041,-4.7,-2.6,-7.2,-0.1,DET
17,18,Jamorko Pickett,24,6,47,-4.2,0.15,0.7,0.0,4.4,17.0,10.4,2.9,0.0,1.9,23.1,11.9,-0.2,0.0,-0.2,-0.194,-9.4,-4.2,-13.6,-0.1,DET
18,19,Micah Potter,23,3,31,14.0,0.505,0.182,0.182,13.3,18.4,15.7,0.0,1.6,2.9,7.8,17.9,0.0,0.0,0.0,0.075,-4.1,-3.3,-7.3,0.0,DET
19,20,Cheick Diallo,25,3,31,12.6,0.517,0.0,0.75,13.3,29.5,21.0,0.0,1.6,0.0,8.6,16.1,0.0,0.0,0.1,0.109,-4.3,-3.6,-7.8,0.0,DET
20,21,Deividas Sirvydis,21,3,27,0.2,0.15,0.7,0.0,0.0,25.4,12.0,5.1,5.4,3.4,0.0,15.9,-0.1,0.1,-0.1,-0.146,-10.9,1.9,-9.0,0.0,DET
21,22,Trayvon Palmer,27,1,17,-5.8,0.0,0.0,0.0,0.0,13.5,6.4,0.0,0.0,0.0,50.0,5.1,-0.1,0.0,0.0,-0.138,-13.2,-2.2,-15.4,-0.1,DET
22,23,Jaysean Paige,27,1,7,-22.4,0.0,0.667,0.0,0.0,16.3,7.7,18.7,0.0,0.0,25.0,24.6,-0.1,0.0,-0.1,-0.585,-25.1,-6.8,-31.8,0.0,DET
23,24,Isaiah Livers,23,1,5,-11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.7,18.3,33.3,25.8,-0.1,0.0,-0.1,-0.522,-21.0,4.0,-17.0,0.0,DET
0,1,Franz Wagner,20,48,1556,14.4,0.542,0.27,0.233,3.8,11.9,7.8,14.8,1.4,1.5,10.3,21.2,1.2,1.0,2.2,0.069,-0.6,-0.6,-1.1,0.3,ORL
1,2,Gary Harris,27,40,1189,10.7,0.557,0.5,0.16,2.5,5.7,4.1,9.5,1.4,0.6,10.4,16.9,0.7,0.4,1.1,0.044,-2.1,-1.1,-3.2,-0.4,ORL
2,3,Wendell Carter Jr.,22,39,1133,18.0,0.587,0.369,0.285,7.5,29.7,18.5,14.9,1.2,2.3,12.6,19.5,1.7,1.4,3.1,0.13,1.1,0.5,1.6,1.0,ORL
3,4,Cole Anthony,21,34,1127,14.8,0.516,0.45,0.255,1.9,17.6,9.7,29.3,1.2,0.8,13.6,26.4,0.2,0.8,1.0,0.044,0.4,-0.8,-0.4,0.5,ORL
4,5,Mo Bamba,23,37,998,16.0,0.553,0.435,0.111,8.6,23.6,16.1,8.6,1.3,7.1,13.0,17.0,0.6,1.4,2.1,0.099,-0.8,1.3,0.5,0.6,ORL
5,6,Terrence Ross,30,39,992,11.6,0.531,0.453,0.273,1.5,10.0,5.7,13.1,1.0,0.8,11.3,21.2,0.2,0.4,0.6,0.029,-1.6,-1.2,-2.9,-0.2,ORL
6,7,Chuma Okeke,23,37,877,10.9,0.476,0.588,0.116,2.9,17.9,10.4,8.8,2.8,1.8,9.4,16.3,-0.4,1.1,0.7,0.037,-2.5,1.2,-1.3,0.1,ORL
7,8,R.J. Hampton,20,42,815,9.7,0.478,0.382,0.282,1.8,14.3,8.0,19.3,1.7,0.9,15.1,19.7,-0.7,0.6,-0.1,-0.003,-3.3,-0.1,-3.4,-0.3,ORL
8,9,Jalen Suggs,20,27,751,9.3,0.466,0.359,0.322,2.7,12.2,7.4,23.2,2.1,1.5,19.3,26.6,-1.6,0.6,-1.0,-0.062,-4.4,-0.6,-5.0,-0.6,ORL
9,10,Moritz Wagner,24,38,470,18.7,0.63,0.532,0.32,3.8,17.0,10.4,14.7,1.0,1.9,10.8,24.0,1.1,0.4,1.4,0.144,1.9,-0.2,1.7,0.4,ORL
10,11,Robin Lopez,33,22,409,16.8,0.595,0.028,0.222,13.0,9.0,11.0,17.9,0.1,2.7,15.5,19.8,0.7,0.1,0.8,0.097,-0.1,-1.6,-1.7,0.0,ORL
11,12,Admiral Schofield,24,16,211,8.5,0.611,0.553,0.064,3.0,18.4,10.6,9.3,0.5,1.3,18.5,12.2,0.1,0.1,0.2,0.046,-3.9,-0.7,-4.6,-0.1,ORL
12,13,Tim Frazier,31,10,200,4.1,0.394,0.395,0.209,2.7,7.5,5.1,23.1,0.7,0.5,21.7,13.0,-0.2,0.1,-0.2,-0.039,-6.2,-2.0,-8.1,-0.3,ORL
13,14,Mychal Mulder,27,15,195,2.4,0.405,0.687,0.03,1.1,10.5,5.8,2.3,1.0,0.5,10.5,16.9,-0.5,0.1,-0.4,-0.092,-6.6,-1.9,-8.5,-0.3,ORL
14,15,Ignas Brazdeikis,23,21,193,7.7,0.456,0.491,0.175,4.4,12.3,8.3,11.5,1.3,0.5,8.9,15.1,0.0,0.1,0.1,0.018,-4.0,-1.0,-5.0,-0.1,ORL
15,16,Hassani Gravett,25,8,171,10.5,0.629,0.684,0.105,0.6,12.6,6.6,17.4,1.4,0.5,18.5,12.4,0.2,0.1,0.3,0.072,-2.2,0.0,-2.3,0.0,ORL
16,17,Freddie Gillespie,24,9,119,9.7,0.419,0.045,0.318,11.6,20.8,16.2,6.0,1.2,6.9,16.6,11.0,0.0,0.2,0.1,0.046,-5.3,0.7,-4.5,-0.1,ORL
17,18,Aleem Ford,24,5,74,0.6,0.35,0.75,0.0,2.9,18.9,10.8,3.9,0.7,0.0,16.7,14.1,-0.2,0.0,-0.2,-0.106,-8.9,-2.3,-11.2,-0.2,ORL
18,19,B.J. Johnson,26,4,65,12.6,0.52,0.4,0.0,9.8,14.9,12.3,0.0,0.0,1.4,0.0,16.7,0.1,0.0,0.1,0.067,-0.5,-4.1,-4.6,0.0,ORL
0,1,Mikal Bridges,25,46,1568,13.0,0.599,0.383,0.128,3.0,9.4,6.3,8.1,1.8,1.1,7.4,13.7,2.3,2.2,4.5,0.137,-0.1,1.4,1.3,1.3,PHO
1,2,Chris Paul,36,46,1500,20.9,0.575,0.271,0.257,1.1,12.8,7.1,43.6,2.9,0.9,15.9,19.6,4.1,2.7,6.8,0.216,2.8,2.4,5.2,2.7,PHO
2,3,Devin Booker,25,39,1299,19.5,0.548,0.343,0.241,2.8,13.9,8.5,21.2,1.4,1.0,10.2,32.2,1.7,1.9,3.5,0.131,2.9,-0.2,2.7,1.5,PHO
3,4,Cameron Johnson,25,43,1105,15.2,0.62,0.652,0.168,2.7,14.4,8.7,6.6,1.7,0.8,6.6,17.1,2.1,1.7,3.7,0.162,2.0,0.8,2.8,1.4,PHO
4,5,Jae Crowder,31,39,1096,10.7,0.553,0.67,0.15,1.3,16.6,9.1,6.4,2.2,1.4,9.9,14.2,0.5,1.9,2.4,0.105,-1.4,2.1,0.7,0.8,PHO
5,6,Landry Shamet,24,42,842,10.0,0.528,0.691,0.188,1.3,8.7,5.1,10.1,1.1,0.4,7.2,16.2,0.6,1.0,1.6,0.089,-1.1,0.1,-1.0,0.2,PHO
6,7,Deandre Ayton,23,28,837,22.6,0.656,0.025,0.248,10.2,26.6,18.6,8.0,1.3,2.4,11.8,20.8,2.2,1.6,3.8,0.218,2.7,1.1,3.8,1.2,PHO
7,8,Cameron Payne,27,40,815,13.0,0.498,0.343,0.169,2.1,11.8,7.1,25.5,1.4,1.3,14.5,25.9,-0.2,1.1,1.0,0.056,-1.0,0.0,-0.9,0.2,PHO
8,9,JaVale McGee,34,42,683,24.0,0.667,0.015,0.335,15.7,29.8,22.9,6.1,0.9,4.8,16.4,23.8,1.7,1.5,3.2,0.223,0.7,0.8,1.4,0.6,PHO
9,10,Jalen Smith,21,22,305,18.0,0.553,0.265,0.363,17.0,24.2,20.7,2.3,0.8,4.0,11.5,20.9,0.5,0.6,1.1,0.172,-0.6,-0.9,-1.5,0.0,PHO
10,11,Elfrid Payton,27,26,284,8.9,0.422,0.073,0.167,4.9,13.4,9.3,21.2,2.2,0.6,18.9,19.3,-0.4,0.5,0.1,0.009,-4.4,1.1,-3.3,-0.1,PHO
11,12,Bismack Biyombo,29,9,193,25.5,0.691,0.0,0.526,16.2,20.7,18.5,9.2,1.7,5.0,10.2,17.4,0.8,0.4,1.2,0.288,3.0,1.3,4.3,0.3,PHO
12,13,Frank Kaminsky,28,9,181,21.9,0.635,0.227,0.303,6.6,17.0,11.9,10.5,2.1,3.4,6.3,19.0,0.6,0.3,0.9,0.243,2.5,2.2,4.7,0.3,PHO
13,14,Abdel Nader,28,14,145,5.1,0.431,0.4,0.286,3.0,16.3,9.8,6.0,2.7,2.4,21.8,15.0,-0.3,0.3,0.0,0.0,-7.0,2.0,-5.0,-0.1,PHO
14,15,Ish Wainright,27,20,133,6.5,0.405,0.564,0.103,11.4,9.3,10.3,7.6,2.5,1.3,16.4,15.8,-0.1,0.2,0.1,0.029,-5.2,0.5,-4.7,-0.1,PHO
15,16,Justin Jackson,26,3,23,20.2,0.929,0.714,0.0,4.7,22.3,13.7,0.0,0.0,0.0,12.5,15.0,0.1,0.0,0.1,0.207,5.7,0.3,6.0,0.0,PHO
16,17,Chandler Hutchison,25,6,22,1.2,0.694,0.0,1.0,0.0,23.3,12.0,10.8,0.0,0.0,58.1,13.5,-0.1,0.0,0.0,-0.078,-7.8,-0.7,-8.5,0.0,PHO
17,18,Emanuel Terry,25,3,18,-0.1,0.0,0.0,0.0,48.0,39.9,43.9,12.5,2.7,0.0,50.0,23.9,-0.1,0.0,-0.1,-0.249,-13.0,-5.5,-18.6,-0.1,PHO
18,19,M.J. Walker,23,2,8,-3.4,0.0,0.5,0.0,0.0,12.8,6.6,14.1,12.1,0.0,0.0,21.5,-0.1,0.0,0.0,-0.268,-15.7,6.1,-9.6,0.0,PHO
19,20,Paris Bass,26,2,7,14.6,0.436,0.333,0.333,30.9,29.3,30.1,0.0,6.9,0.0,22.5,54.6,0.0,0.0,0.0,-0.146,-10.9,-1.3,-12.3,0.0,PHO
0,1,Stephen Curry,33,43,1494,21.6,0.583,0.635,0.239,1.9,14.2,8.3,30.4,2.0,1.3,12.6,31.9,3.1,2.6,5.7,0.184,5.7,0.7,6.4,3.2,GSW
1,2,Andrew Wiggins,26,43,1357,16.3,0.579,0.378,0.248,3.8,10.4,7.2,10.4,1.4,1.8,9.0,23.8,1.7,2.1,3.7,0.133,1.1,0.1,1.2,1.1,GSW
2,3,Jordan Poole,22,41,1204,13.8,0.577,0.553,0.236,1.0,9.7,5.5,17.7,1.3,1.0,14.0,25.0,0.9,1.7,2.6,0.106,-0.6,-0.2,-0.8,0.4,GSW
3,4,Draymond Green,31,34,1018,15.2,0.581,0.209,0.333,4.2,22.6,13.7,34.0,2.2,3.9,31.5,14.4,0.8,2.4,3.2,0.151,-0.7,4.7,3.9,1.5,GSW
4,5,Kevon Looney,25,47,973,16.0,0.576,0.005,0.347,14.5,23.1,18.9,11.2,1.4,3.7,14.0,13.1,1.9,2.0,4.0,0.196,-1.2,1.7,0.5,0.6,GSW
5,6,Otto Porter Jr.,28,40,868,16.6,0.598,0.577,0.105,4.9,21.0,13.2,11.1,2.5,2.0,7.3,15.1,1.5,1.9,3.4,0.188,1.6,2.7,4.3,1.4,GSW
6,7,Gary Payton II,29,44,738,20.4,0.692,0.342,0.187,7.4,16.3,12.0,7.7,3.9,1.4,8.6,15.7,1.9,1.8,3.6,0.237,1.7,3.6,5.3,1.4,GSW
7,8,Damion Lee,29,36,734,11.4,0.579,0.483,0.182,2.1,13.7,8.1,6.4,1.4,0.5,8.9,16.6,0.6,1.1,1.8,0.115,-2.0,0.4,-1.6,0.1,GSW
8,9,Nemanja Bjelica,33,47,721,14.4,0.552,0.472,0.228,6.2,21.5,14.1,16.4,2.0,2.3,16.4,19.5,0.4,1.5,1.9,0.128,-1.0,2.0,1.0,0.5,GSW
9,10,Juan Toscano-Anderson,28,45,698,11.5,0.557,0.37,0.297,3.8,15.9,10.1,17.5,2.4,1.9,21.1,14.7,0.2,1.4,1.6,0.111,-2.8,2.7,-0.1,0.3,GSW
10,11,Andre Iguodala,38,25,513,12.8,0.481,0.594,0.158,4.1,13.3,8.9,25.1,2.0,3.9,17.6,11.1,0.5,1.0,1.5,0.143,-0.4,3.6,3.2,0.7,GSW
11,12,Jonathan Kuminga,19,35,412,13.4,0.555,0.325,0.452,4.9,16.3,10.8,6.5,1.5,1.4,11.6,23.8,0.2,0.7,0.9,0.102,-2.7,-0.1,-2.7,-0.1,GSW
12,13,Chris Chiozza,26,23,246,4.2,0.4,0.649,0.018,3.6,8.1,5.9,20.8,1.6,0.0,26.8,13.9,-0.3,0.3,0.0,0.002,-5.8,-0.3,-6.0,-0.3,GSW
13,14,Moses Moody,19,26,183,6.7,0.427,0.559,0.254,2.4,13.2,8.0,6.1,0.8,2.1,5.7,16.5,-0.1,0.3,0.1,0.036,-5.0,-0.4,-5.4,-0.2,GSW
14,15,Klay Thompson,31,6,128,12.8,0.484,0.5,0.128,2.6,11.5,7.2,16.2,1.5,1.5,10.8,34.6,-0.2,0.2,0.0,0.002,-0.1,-0.8,-0.9,0.0,GSW
15,16,Jeff Dowtin,24,4,28,9.7,0.5,0.167,0.0,4.0,22.5,13.5,14.9,0.0,3.4,14.3,10.9,0.0,0.0,0.1,0.103,-4.3,0.5,-3.8,0.0,GSW
16,17,Quinndary Weatherspoon,25,3,16,17.3,1.0,0.0,0.0,0.0,6.6,3.4,0.0,3.0,6.0,20.0,13.6,0.0,0.0,0.1,0.183,-3.6,5.3,1.7,0.0,GSW
0,1,Desmond Bane,23,45,1346,17.3,0.591,0.485,0.109,1.8,14.2,7.8,12.3,1.8,1.4,9.2,22.9,2.4,1.4,3.8,0.135,2.4,-0.2,2.2,1.4,MEM
1,2,Jaren Jackson Jr.,22,48,1329,16.6,0.528,0.405,0.312,5.0,17.0,10.8,5.6,1.7,7.2,10.4,25.9,0.7,2.1,2.8,0.102,-1.0,0.3,-0.6,0.5,MEM
2,3,Ja Morant,22,36,1184,24.6,0.571,0.225,0.328,4.6,14.8,9.6,35.5,1.9,1.1,13.2,32.3,3.0,1.2,4.2,0.17,6.0,-0.1,5.9,2.4,MEM
3,4,Steven Adams,28,45,1162,16.9,0.543,0.0,0.57,17.0,21.2,19.0,15.0,1.8,2.0,20.0,12.3,2.0,1.5,3.5,0.143,0.7,0.5,1.2,0.9,MEM
4,5,Tyus Jones,25,45,949,16.9,0.568,0.37,0.123,1.3,12.6,6.8,27.6,2.0,0.2,9.7,15.7,2.2,0.9,3.1,0.155,1.3,0.4,1.6,0.9,MEM
5,6,De'Anthony Melton,23,40,916,14.2,0.489,0.514,0.182,4.4,16.1,10.1,16.7,3.4,2.3,13.1,20.7,0.1,1.4,1.5,0.081,-0.7,1.6,0.9,0.7,MEM
6,7,Kyle Anderson,28,38,853,14.4,0.505,0.262,0.209,4.2,21.1,12.4,15.9,2.4,2.5,11.7,17.0,0.6,1.2,1.8,0.102,-0.7,1.3,0.6,0.6,MEM
7,8,John Konchar,25,41,740,14.4,0.622,0.456,0.181,7.2,19.2,13.0,10.0,2.0,1.5,10.6,10.1,1.4,0.9,2.3,0.149,0.5,1.0,1.5,0.7,MEM
8,9,Brandon Clarke,25,34,625,24.7,0.671,0.082,0.282,10.7,19.1,14.8,11.4,1.2,5.6,6.8,17.6,2.4,0.8,3.2,0.246,3.6,0.7,4.3,1.0,MEM
9,10,Ziaire Williams,20,30,608,7.0,0.495,0.597,0.094,1.4,6.9,4.1,5.3,1.2,1.1,7.4,14.7,0.1,0.4,0.4,0.034,-4.0,-1.2,-5.2,-0.5,MEM
10,11,Dillon Brooks,26,21,587,16.0,0.521,0.297,0.212,3.0,9.6,6.2,15.5,2.2,0.6,9.1,28.9,0.5,0.5,1.1,0.087,-0.5,-0.7,-1.2,0.1,MEM
11,12,Xavier Tillman Sr.,23,37,505,15.0,0.497,0.225,0.318,9.4,14.6,11.9,10.7,3.9,2.5,13.1,16.3,0.3,0.9,1.2,0.109,-1.3,2.1,0.8,0.4,MEM
12,13,Killian Tillie,23,28,376,9.4,0.465,0.638,0.076,5.2,9.2,7.2,5.8,2.8,3.2,7.7,13.0,0.1,0.5,0.6,0.072,-3.0,1.1,-1.8,0.0,MEM
13,14,Santi Aldama,21,26,275,8.9,0.425,0.402,0.206,8.6,15.8,12.1,6.9,0.4,2.3,7.0,17.2,-0.1,0.2,0.2,0.027,-4.3,-2.2,-6.5,-0.3,MEM
14,15,Jarrett Culver,22,22,224,12.0,0.472,0.326,0.221,3.7,14.0,8.7,15.0,3.0,0.8,9.6,19.3,0.0,0.3,0.3,0.066,-3.6,0.7,-2.9,-0.1,MEM
15,16,Sam Merrill,25,6,58,7.9,0.485,0.958,0.167,1.8,11.2,6.4,9.4,0.0,0.0,7.2,19.9,0.0,0.0,0.0,0.024,-2.0,-3.7,-5.8,-0.1,MEM
16,17,Yves Pons,22,6,21,4.3,0.387,0.333,0.667,9.8,15.5,12.6,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.024,-3.9,-2.8,-6.6,0.0,MEM
17,18,Dakota Mathias,26,6,16,11.5,0.5,1.0,0.0,0.0,13.5,6.6,8.3,3.0,0.0,0.0,15.6,0.0,0.0,0.0,0.109,-1.3,1.3,0.0,0.0,MEM
18,19,Shaq Buchanan,25,2,10,0.8,0.25,0.5,0.0,10.3,10.8,10.5,25.8,4.8,0.0,33.3,24.9,-0.1,0.0,0.0,-0.239,-10.9,-0.2,-11.1,0.0,MEM
19,20,DaQuan Jeffries,24,3,9,8.7,0.5,0.5,0.0,0.0,24.1,11.7,14.6,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.093,-5.6,0.5,-5.2,0.0,MEM
20,21,Xavier Sneed,24,2,8,-7.3,0.0,1.0,0.0,12.9,13.5,13.2,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,-0.158,-14.3,-5.8,-20.2,0.0,MEM
21,22,Jon Teske,24,3,8,1.5,0.0,0.0,2.0,0.0,27.1,13.2,14.3,6.0,0.0,0.0,9.8,0.0,0.0,0.0,-0.09,-8.4,3.3,-5.0,0.0,MEM
22,23,Tyrell Terry,21,2,3,20.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.219,-3.3,2.3,-1.0,0.0,MEM
0,1,Bojan Bogdanović,32,46,1417,16.6,0.608,0.488,0.289,3.0,11.4,7.4,8.7,0.8,0.1,9.9,23.3,3.1,0.9,4.0,0.135,2.2,-1.6,0.7,1.0,UTA
1,2,Royce O'Neale,28,44,1392,11.2,0.629,0.669,0.161,3.1,14.2,8.9,10.1,2.0,1.4,13.1,9.1,2.1,1.6,3.7,0.127,-0.2,2.1,1.9,1.4,UTA
2,3,Rudy Gobert,29,42,1364,25.7,0.728,0.006,0.848,12.8,36.4,25.2,5.3,1.2,6.0,14.3,17.1,5.1,2.8,7.9,0.279,3.4,1.9,5.4,2.6,UTA
3,4,Donovan Mitchell,25,40,1340,21.9,0.566,0.458,0.205,2.8,9.7,6.4,26.9,2.3,0.6,11.6,33.0,2.9,1.4,4.3,0.154,4.1,-0.4,3.7,2.0,UTA
4,5,Jordan Clarkson,29,47,1237,14.0,0.515,0.562,0.14,3.2,10.7,7.1,14.0,1.3,0.8,10.0,27.3,0.5,1.0,1.5,0.059,0.1,-1.6,-1.4,0.2,UTA
5,6,Mike Conley,34,42,1197,18.4,0.601,0.541,0.203,2.3,8.8,5.7,26.8,1.9,0.8,12.0,20.2,3.4,1.1,4.5,0.18,3.4,0.2,3.5,1.7,UTA
6,7,Joe Ingles,34,42,1063,10.6,0.561,0.786,0.074,1.3,10.7,6.2,19.0,1.1,0.4,14.1,13.3,1.4,0.8,2.2,0.097,-0.3,0.3,0.0,0.5,UTA
7,8,Hassan Whiteside,32,37,622,22.1,0.644,0.0,0.474,15.3,28.5,22.2,3.4,0.8,6.8,12.5,18.9,1.8,1.1,2.9,0.224,-0.1,0.8,0.7,0.4,UTA
8,9,Rudy Gay,35,30,609,14.9,0.566,0.569,0.227,5.4,18.9,12.5,7.6,1.4,1.3,8.5,19.3,1.0,0.7,1.7,0.133,0.8,-0.2,0.6,0.4,UTA
9,10,Eric Paschall,25,34,416,13.1,0.615,0.484,0.377,6.0,11.2,8.7,6.1,0.5,0.8,11.8,16.8,0.8,0.3,1.0,0.117,-0.1,-1.2,-1.2,0.1,UTA
10,11,Trent Forrest,23,37,374,9.6,0.604,0.115,0.41,3.9,12.8,8.6,14.1,1.3,0.7,27.3,11.5,0.2,0.3,0.5,0.069,-2.4,0.8,-1.6,0.0,UTA
11,12,Jared Butler,21,21,131,10.2,0.5,0.557,0.148,0.9,11.9,6.6,18.1,3.0,3.9,20.7,27.2,-0.2,0.2,0.0,-0.01,-3.9,1.4,-2.5,0.0,UTA
